Name,Score,Weight
Joseph Pilato,6.46,1.9
Idris Elba,5.34527877698,22.24
Darryl Alan Reed,6.495,1.0
Donna Murphy,6.1006122449,4.9
Stephanie Honore,5.39,0.5
Dichen Lachman,5.29,0.5
Geoff Pierson,5.81025641026,3.9
Donald Holden,6.92,5.48
Lothar G. Buchheim,6.98,1.3
Shawn Wayans,4.90248658318,11.18
Novalyne Price Ellis,5.82,1.3
Hilarie Burton,6.59,0.5
Charlotta Miller,6.16,0.5
Mark Cheng,5.86,0.5
Alicia Coppola,6.16,0.5
Charlie Hofheimer,5.79,1.0
John Paul Ruttan,5.89,0.5
Antonio Sabato Jr.,5.92,0.5
Michael Manasseri,5.99,0.5
John Patrick Shanley,5.78,2.6
Sarah Power,4.96,0.5
Amanda Peet,5.56850531108,26.36
Robert Greenwald,4.43,3.5
Walter Sparrow,6.49,0.5
Ziggy Steinberg,4.79,1.3
Glory Simon,6.39,0.5
Jacqueline Brookes,6.05333333333,1.5
Juanita Waterman,6.03,1.9
Paul Tierney,5.95,0.5
Tyra Kwao-Vovo,6.77,0.5
Jeremy Lavalley,6.02,0.5
Mark Steven Johnson,5.545,19.6
Rich Wilkes,5.17,2.6
Renee Ford Clark,6.59,0.5
Jason Lee,5.68029595902,35.14
Danny Babington,6.27,0.5
Kevin Williamson,5.67564885496,13.1
Angela Lansbury,6.21166311301,9.38
Rich Dietl,6.17,0.5
Cindy Herron,6.53,0.5
Sonia Doubell,4.06,0.5
Ray Lui,4.18,1.9
Zachary Quinto,6.80642276423,7.38
Dean Chekvala,6.27,0.5
Miyako Tachibana,6.23,0.5
Lisa Arturo,6.33,0.5
Dean R. Brooks,7.99,1.9
Terra C. MacLeod,5.41,0.5
Jan Cornet,6.23,1.9
John Shea,5.19,0.5
Liz Robinson,5.67,0.5
Mhairi Calvey,6.99,0.5
Roger Camras,7.29,0.5
Mark Consuelos,5.465,1.0
John Ortiz,5.71727272727,4.4
Gyrgy Plfi,6.11,4.8
Cullen O. Johnson,6.02,0.5
Anton Rodgers,4.88,1.0
Milton Welsh,5.63,1.0
Louise Wallace,4.94,0.5
John Kirkland,5.85,0.5
Emmett Malloy,5.84,3.5
Caleb Emerson,5.11,0.5
Sylvio Tabet,4.0,3.5
Julia Sweeney,5.31,1.0
Molly Ringwald,5.68167431193,17.44
Shari Hall,6.14,1.9
Olga Bisera,5.78,0.5
Pat Slowey,6.61,5.48
Julius Harris,5.74,1.5
Leleti Khumalo,6.635,1.0
Gary Swailes,5.58,0.5
Kevin Covais,4.865,1.0
Nicole Prescott,5.52,0.5
Howard Malpas,6.2,0.5
Kevin Allen,4.87677419355,9.3
Brooke Lyons,5.23,0.5
Robyn Hitchcock,6.03,0.5
Jean-Luke Figueroa,4.69,5.48
Barbara Jefford,5.95,0.5
Rion Morgan,3.7,0.5
Jim Webb,5.89,1.3
David Hayward,4.63,0.5
Eliska Krupka,5.67,0.5
Romy Windsor,5.52,0.5
Pat Hingle,5.97040342298,16.36
Desi Arnez Hines II,6.27,0.5
Geo Corvera,6.36,0.5
Alain Churin,5.3,0.5
Samantha Thomson,7.26,0.5
Jason Ward,5.13,1.3
James Finnerty,6.35,0.5
Michael Greyeyes,5.76,1.5
Alison Sealy-Smith,5.7,1.0
Rene Rivera,5.74,0.5
John Costelloe,5.21,1.5
Tracie Savage,5.96,1.9
Elaine Grollman,6.55,0.5
Sarah Livingston,6.2,0.5
Andre Gower,5.99,5.48
Patricia McKenzie,4.6,0.5
Newell Alexander,5.75,0.5
Robert Gould,6.01,1.0
Alec Guinness,6.70333333333,3.0
Michael Fallon,6.61,1.3
Jean-Claude Drouot,5.31,0.5
Gary Imhoff,5.215,1.0
Texas Battle,6.165,1.0
Kim Staunton,5.74896551724,2.9
Boris Kodjoe,5.12583657588,10.28
David Threlfall,6.385,1.0
Tim Guinee,5.73123287671,7.3
Mark Caso,5.59,1.0
Rhona Shekter,6.67,0.5
Kevin Conroy,6.61,5.48
Nimrd Antal,5.82,10.5
Phoebe Alexander,7.04,0.5
Brenda Benet,7.09,0.5
Noah York,4.87,0.5
Samantha Phillips,6.09,0.5
Eric Mendenhall,4.73,0.5
Zo Kravitz,6.008,2.5
Don DeLillo,4.86,2.6
Corey Reynolds,6.44,0.5
Isabella Leong,5.3,0.5
Leslie Charleson,5.36,0.5
Selma Stern,5.62,0.5
Vic Tablian,6.69,0.5
Andrew Adamson,6.45463541667,19.2
George Plimpton,5.68,2.3
Mike Erwin,5.565,1.0
Josef Pepa Nos,5.52,0.5
Christian Bocher,4.66,0.5
Frances Bavier,6.77,0.5
Meryl Streep,6.15582884722,107.74
Phil Miler,6.4,0.5
Stevie Wash Jr.,4.965,1.0
Merle Kennedy,5.83,0.5
Carol Sobieski,5.87,1.3
Peter Maloney,6.515,1.0
Jane Hallaren,6.35,0.5
Nia Long,5.56612060302,39.8
Fagin Woodcock,5.64,0.5
Todd Allen,6.21404682274,11.96
Steve Santa Sekiyoshi,6.7,0.5
Susan Hawes,5.94,0.5
Timothy Bjrklund,5.42,3.5
Sonja Dunson,6.38,0.5
Edward Burns,5.82113621691,61.96
Rudy Blomme,6.62,5.48
Roberto Huerta,6.16,0.5
Don Adams,4.87,5.48
Baby Zikova,5.68,0.5
Felicia Fields,6.22,0.5
Mark Dindal,5.87261744966,14.9
Jillian Batherson,4.09,0.5
Una Damon,5.875,1.0
Richard McCabe,6.465,2.4
Duke Everts,6.95,0.5
Breanna Brooks,6.33,0.5
Carmine Zozzora,5.18,0.5
Aaron Perilo,6.07,0.5
Kevin Brophy,6.49,0.5
Diane Venora,5.96030503979,15.08
Neil Simon,5.6575,5.2
James Hutson,6.48,0.5
Alan Oke,6.74,0.5
Bob Kane,5.81,7.8
Adam Jennings,4.85,0.5
Ryan Olson,5.62,0.5
Mark Gibson,4.62,1.3
Lockhart Brownlie,5.47,0.5
Kiaya Snow,5.78,0.5
David Wilson Barnes,6.84,0.5
John Franklin,6.25166666667,2.4
Miranda July,6.6,10.28
Michael Decker,4.73,0.5
Lara Grice,5.04,2.0
Otto Sanchez,5.95,0.5
Amy Stock-Poynton,6.235,1.0
Jens Zacho Bye,6.35,0.5
Horacio Salinas,6.01,5.48
Theodore Turner,5.63,0.5
Martin de los Santos,4.42,0.5
Vijay Amritraj,6.27,0.5
Olive,3.61,0.5
Jack Kruschen,4.74,0.5
Millie Perkins,5.66333333333,1.5
Wayne Canney,7.04,0.5
Jonathan Winnford,5.68,0.5
Kaley Cuoco,5.54083333333,2.4
Jay Wolpert,6.69,1.3
John Requa,6.05889908257,10.9
Thom E. Eberhardt,6.27,4.8
Audrey Kissel,6.64,0.5
Tim Williams,4.52,0.5
Kyra Nichols,4.88,1.9
Ava Ostern Fries,5.05,1.3
Libby Boone,5.1,0.5
Russell Martin,6.74,0.5
Helen Carscallen,5.52,0.5
George Sharperson,5.65,0.5
Agnieszka Holland,5.27,3.5
Peter DiGesu,6.01,0.5
Larry Merchant,5.25,0.5
Owen Beckman,4.47,0.5
Philip Eisner,4.63,2.6
Jeffrey Howard,5.52,0.5
Emmanuelle Vaugier,5.87333333333,1.5
Stewart Harding,5.27,1.3
Eric Rowley,7.78,0.5
Pablo Schreiber,6.03,5.98
Patrick Matera,5.47,1.9
Delaney Price,7.26,0.5
Crista Flanagan,4.0775,2.0
Manolo Cardona,4.97,5.48
Tristan Wilds,6.33333333333,1.5
Don McGuire,6.9,1.3
Alexa Fox,4.01,0.5
Mya,5.06846153846,5.98
Daniella Alonso,5.36,0.5
Dick Latessa,5.89,0.5
Laurel Cronin,6.12,0.5
Mitch Morris,5.3,1.9
Andy Nyman,6.28041666667,2.4
Chris Andrew Ciulla,4.5,0.5
Paul Tamarin,6.23,0.5
Steven Lisberger,6.25,4.8
Dan Bakkedahl,5.75,0.5
Judyann Elder,5.65470588235,3.4
Kevin Rushton,6.36,0.5
Whitey Hughes,6.56,0.5
Adrian Lester,5.46,1.5
David Alan Grier,5.37049180328,12.2
R.D. Robb,6.06,0.5
Anthony Bodden,5.52,1.3
Terry O'Neill,5.81,2.0
Sharon Spelman,5.62,0.5
Shari Dunn,4.5,0.5
Bobby Smith Jr.,6.16,1.3
Scarlett Johansson,6.2272953279,46.66
Karissa Shannon,5.56,0.5
Shawna Waldron,5.84708333333,2.4
Frankie Ingrassia,6.59,0.5
Melanie Harris,3.53,0.5
Byoung-Soon Kim,6.13,0.5
Libby Mintz,5.79,0.5
Katy Behean,4.97,0.5
Jim Hill,5.25,0.5
Charlie Rodriguez,5.49,0.5
Michael Mouton,8.26,0.5
Mehdi Ortelsberg,6.3,0.5
Jennifer Balgobin,5.42,1.0
Gary Anthony Sturgis,5.555,1.0
Richard Rothstein,5.11,2.6
Larry L. King,5.7,1.3
Jonah Blechman,5.3,5.48
Jerry Campbell,5.63,0.5
Liv Tyler,5.76482662968,28.84
Zenzo Ngqobe,6.43,0.5
Susan Duerden,5.97,0.5
Gregory Sims,6.27,0.5
Yvette Van Voorhees,4.43,0.5
Muse Watson,5.804,2.5
Dambuza Mdledle,4.69,0.5
Robert Altman,5.87387596899,25.8
Cassandra Bell,5.48,0.5
Dechen Thurman,5.67,0.5
Colm Meaney,5.94656998739,15.86
Chuck Cureau,4.62,0.5
Dina Pearlman,4.96,0.5
Amy Ferguson,7.17,0.5
Harris Yulin,5.69308510638,9.4
J.W. Smith,5.48,0.5
Charlie Tahan,5.975,7.88
Earle Dugan,5.2,0.5
George Schindler,5.8,0.5
Theo Kogan,6.57,0.5
Barry Cassin,6.69,0.5
Tyrin Turner,6.8762541806,5.98
Ed Kaplan,4.9,1.3
Stu Silver,6.24,1.8
Alex Kaluzhsky,5.775,1.0
Fred J. Scollay,6.78,0.5
Kusum Haidar,5.71,0.5
Harry Zittel,4.52,0.5
Doug Miro,5.89,1.3
Tonya Pinkins,6.32,0.5
Lou Jacobi,6.265,3.8
Victoria Everman,6.18,0.5
Ram John Holder,4.66,0.5
Carroll O'Connor,6.16,1.9
Buzzy Linhart,6.74,1.9
Andre Belgrader,6.65,0.5
Nicholas Hewetson,6.09,0.5
Joe Johnston,5.93125,28.0
Jimmie Ray Weeks,6.305,1.0
Michael Perkins,5.99,0.5
Fabricio Suarez,6.73,0.5
Cork Hubbert,5.2,1.0
Maurice Gibb,4.45,1.9
David Ignatius,6.19,1.3
Lisa Kay,6.57,0.5
Preston Bailey,4.4725,2.4
Joshua Leonard,7.05609022556,7.98
Barbara Bocci,4.16,0.5
Senta Moses,6.45,0.5
Tim Wheater,6.43,0.5
Bert Kittel,5.74,0.5
Itzhak Perlman,6.31,0.5
Francis Collins,7.04,0.5
Daniel Cedar,5.28,0.5
Martin Savage,5.76,0.5
Vanessa Lachey,3.54,5.48
Bruno Campos,6.33,5.48
lie Chouraqui,5.92,4.8
Al Berry,5.99666666667,1.5
Dean Butler,6.35,0.5
Siobhan Flynn,5.01,1.0
Richard Stratton,5.89053097345,6.78
Richard Moll,5.93827586207,2.9
Jordan Charney,7.34,0.5
Matthew Warchus,4.33,4.8
Craig Vandenburgh,6.55,0.5
Clark Sanchez,5.65,0.5
Harry,5.74,0.5
Chris Marker,7.0,1.3
Deron McBee,4.53,0.5
Gregg Bello,7.15,0.5
Donnie Smith,4.55,0.5
Lisa Marcos,5.07,1.0
Bill Osborn,6.04,0.5
Wyatt Knight,5.73864498645,7.38
Hang-soo Lee,5.35,0.5
Scott Kalvert,5.36,3.5
Bryan Madorsky,5.52,1.9
Jack Kehler,5.67579710145,6.9
William Nack,6.47,1.3
Kristofor Brown,5.83555555556,1.8
Harry Connick Jr.,6.05536498937,28.22
Mark McConchie,6.36,0.5
Noel Nosseck,5.2,3.5
Nitin Ganatra,5.77,0.5
Eric Bergren,7.34,1.3
Joan Juliet Buck,6.5,0.5
Jeff Imada,6.18,0.5
Bill Forsyth,4.54,4.8
Hans Matheson,6.27,1.0
Eddie Izzard,5.59593220339,5.9
Dorothy Cecchi,6.14,0.5
Peter Halliday,6.91,0.5
Allyn Burrows,5.88,0.5
Lucille Soong,6.24,0.5
Ari Schlossberg,5.81,1.3
Shake Tukhmanyan,6.53125,2.4
Terry Norris,5.83,0.5
Tim Firth,6.47,1.3
Andr Hennicke,5.89,0.5
Adolph Davis,8.26,1.9
Claudia Harrison,5.79,0.5
Paul Ben-Victor,5.37714285714,3.5
Teresa Espinosa,4.69,0.5
Gyu-pil Go,6.13,0.5
Gary Eck,5.51,4.8
John Randolph,5.83256410256,3.9
Mills Watson,6.62,1.0
Ashton Kutcher,5.75569896591,52.22
David Fonteno,5.965,1.0
Rutanya Alda,6.57238095238,7.98
Glenn Wright,5.98,0.5
Jason Patric,5.52318548387,19.84
Steve Zacharias,5.14,1.3
Nashawn Kearse,3.46,0.5
Daniel Berrigan,6.39,0.5
Lisa Hogg,6.21,0.5
Wil Horneff,4.62,1.9
Seung-beom Ryu,5.51,0.5
Dana Davis,5.39,1.9
Alice Eve,5.94097421203,6.98
F. Gary Gray,6.23285714286,24.5
John Hurt,5.75910689496,43.22
Vince Vaughn,5.72489984102,62.9
Jill Teed,5.69,1.5
Stanford Sherman,5.57,2.6
Todd Jeffries,6.23,0.5
Kevin Carroll,6.82,0.5
Jacob Aaron Estes,6.48,4.8
Joshua Cox,6.18,0.5
Rich Hebert,6.09,0.5
Roxana Ortega,5.77,1.9
Kristen Vigard,7.04,0.5
Joanna Noyes,6.02,0.5
David Weisberg,6.275,2.6
Denise Sullivan,6.76,0.5
Timothy Bateson,6.26,0.5
Johnston McCulley,6.22,1.3
Bowlegged Lou,5.5575,2.4
Damien Fahey,6.07,0.5
Oswaldo Castillo,6.17,5.48
Ben Borowiecki,6.67,0.5
Julie Lott,3.46,0.5
Jonathan Hilario,5.22,0.5
O'Neal McNight,5.28,0.5
Conni Marie Brazelton,6.18,0.5
Samuel Monroe Jr.,5.93958333333,2.4
Naila Azad,5.13,0.5
Guillaume Gouix,6.93,0.5
Jamie Chung,5.85,2.5
Freddie Joe Farnsworth,5.62,0.5
Franco Nero,5.69,2.0
Twiggy,4.93,0.5
Veerasak Boonchard,5.24,0.5
J.B. Ghuman Jr.,4.39,0.5
Richard Topol,6.22,0.5
Rae Allen,6.53,0.5
Alexandra Daddario,5.79,0.5
Tom Burlinson,6.30777777778,7.38
Scott Marshall Smith,6.34,1.3
Sting,5.775,1.0
Obba Babatund,5.75222672065,9.88
Maurice Joyce,5.62,3.5
Dawn Dininger,4.63,0.5
Shawn Bishop,6.63,0.5
Cherylyn Jones,6.0,0.5
John R. Cherry III,5.35854961832,13.1
Frederick Siglar,4.73,0.5
Herbie Ade,5.86,0.5
Kenny Moore,5.42,1.3
Micaela Johnson,6.58,0.5
Brian Libby,7.46,0.5
Robert Wall,7.43,0.5
Lauren-Marie Taylor,5.915,1.0
Nadja Pionilla,5.87,0.5
Robert Oliveri,6.71,1.0
Paul Rhys,6.18375,2.4
Josh Goldsmith,6.03,2.6
Oliver Parker,5.87525114155,21.9
Luigi Laezza,5.74,0.5
Cliff Parisi,5.89,0.5
David Huddleston,5.80769230769,3.9
Wendy Talley,4.9,0.5
George Melly,5.44,0.5
Vernon Washington,5.49,0.5
Sheldon Lettich,5.78201388889,14.4
Sharron Corley,5.8,5.48
Garland Hunter,6.38,0.5
Paul Keeley,5.75,1.9
Sonserai Lee,3.62,0.5
Ben Powers,5.15,0.5
Charisma Carpenter,6.18,1.0
Terry Ahue,4.67,0.5
Deborah Jolly,6.01,0.5
Chao Li Chi,5.37794871795,3.9
J.P. Davis,4.77,0.5
Gregg Weiner,5.96,0.5
Mara Isabel Daz,6.205,1.0
J.D. Parker,5.86,0.5
Kunihiko Yuyama,5.42,3.5
Ronald Markham,6.07,0.5
Mike Litaker,5.18,0.5
Rhys Wakefield,5.57,1.9
Jos Luis Garca Prez,6.02,5.48
Richard Jeni,6.61,0.5
Shuler Hensley,5.32333333333,1.5
Tamer Alwerfalli,3.79,0.5
Sam Worthington,6.04425806452,27.9
Mather Zickel,5.665,1.0
Greg Wood,7.38,0.5
Luis Antonio Ramos,5.93,0.5
Joseph Kwong,5.85,1.3
Martine Beswick,5.68,0.5
Patrick Rowe,5.27,0.5
Brandon Smith,6.035,2.0
Megan Taylor Harvey,5.64,0.5
Dan Brown,6.12,1.3
Chris Brochu,6.45,0.5
Karen Ericson,6.02,0.5
Tawnja Zahradka,5.3,0.5
Michael Corrente,5.79,4.8
Dominic Applewhite,7.44,0.5
Floyd Vivino,6.95,0.5
Noam Jenkins,5.87,2.0
Jack Wallace,6.32,1.0
Ellie Raab,6.15291666667,2.4
Derek Cianfrance,7.1,4.8
Gigi Rice,5.14,0.5
Patrick McTavish,6.56,0.5
Kacie Thomas,4.98,0.5
Tom Felton,5.52283018868,5.3
Ruth Livier,6.27,0.5
George Rainsford,5.13,0.5
Emjay Anthony,6.15,0.5
Baxter Harris,4.72,0.5
Franois Lalande,6.81,0.5
Mai Vu,6.66,0.5
Joey Simmrin,5.51,1.0
Febronio Covarrubias,6.16,0.5
Fiseha Dimetros,4.4,0.5
Hana Mae Lee,6.82,0.5
Leslie Zemeckis,4.66618729097,5.98
Dennis Lehane,6.98,2.6
Brit Lind,6.95,0.5
Peter Sagal,5.49,1.3
Nathan George,7.99,0.5
Robert Shallcross,5.77,1.3
Ben Miller,5.65083333333,2.4
John Trudell,5.63,1.0
Sheila McCarthy,5.78,1.0
Akane Nelson,4.95,0.5
Eileen Heckart,6.185,1.0
Elizabeth Spriggs,5.67,1.5
Judith Thurman,6.54,1.3
Carol Kane,6.0879057117,22.06
Jonathan Demme,6.36627802691,22.3
Corwin Hawkins,5.75,0.5
David Manzanares,6.86,0.5
Bob Mosher,5.1,1.3
Rachel Burns,4.62,0.5
James Pizzinato,5.42,0.5
Bill Rubenstein,5.64,1.3
Abel Folk,5.09,0.5
John Van Druten,7.17,1.3
Barclay Hope,5.75,0.5
Milo Addica,6.25870967742,3.1
Ryan Gosling,6.33999030538,41.26
Angela Gardner,6.66,0.5
Richard Marquand,6.66493975904,8.3
Vincent Riverside,4.56,0.5
Raven-Symon,5.30034482759,2.9
Melvyn Hayes,5.25,0.5
Sylvia Kaler,7.15,0.5
Dan Warry-Smith,5.54,1.0
Gabriel Jarret,5.93,1.0
David Jensen,5.33083333333,6.0
Mark Margolis,6.48618046972,16.18
Anne-Marie Martin,6.07,1.3
Adrin Navarro,4.25,1.9
Lyman Ward,5.69482758621,2.9
Sarah Catherine Brooks,5.97,0.5
Dennis Keiffer,5.17,2.0
Molly Jepson,4.28,0.5
Colin Mothupi,5.8,1.9
McKenzie Satterthwaite,6.02,0.5
Tony Gardenas,7.12,0.5
Gabe Kaplan,4.82,0.5
Lorenzo Caccialanza,7.2,0.5
Tom Cruise,6.37891781444,132.14
Doug MacMillan,4.51,0.5
Marc Forster,6.35833333333,21.0
Abdul Salis,5.65,0.5
Clay Jeter,4.75,0.5
Jean Schertler,5.635,1.0
Michael Marich,5.14,0.5
Hannah Endicott-Douglas,5.22,1.9
Donnie Wahlberg,6.05264367816,8.7
Cornell Woolrich,5.43,2.6
Hanna Hall,6.225,1.0
Marc Singer,5.81,5.48
Michael Edwards,6.25,0.5
Josephine Coyle,4.14,1.3
Peter Strauss,5.3194269341,6.98
Yvette Petit,5.15,0.5
Tom DiCillo,6.75320754717,5.3
Frank Wood,6.4325,2.0
Shann Johnson,4.91,0.5
Dorian Corey,7.09,1.9
Jack Swiler,6.4,0.5
T.J. Kuhn,6.87,0.5
Orlando Bloom,6.33386637459,18.26
Ilya Krueger,4.13,0.5
Alan McKenna,5.33,0.5
Erica Sullivan,6.07,1.0
Angelo Ragusa,4.58,0.5
Don Mancini,5.4656,10.0
Vik Muniz,6.11,5.48
Erik Holmey,6.35,0.5
Dan Flannery,6.66,0.5
Kyle Boe,6.07,0.5
Deb Adair,6.91,0.5
Dikran Tulaine,4.885,1.0
Bill Pullman,6.04727450342,61.42
Lisa Amsterdam,5.38,0.5
Grant Heslov,6.17511627907,8.6
Quincy Wong,5.47,1.0
Wolf Kahler,6.04,2.0
Stuart Rudin,6.175,1.0
Big Daddy Kane,4.75,0.5
Sara Kathryn Bakker,6.17,0.5
David Deblinger,6.38,0.5
Peter Sollett,6.45,3.5
Joshua Sternin,4.99,1.3
Sandra Seacat,5.22,0.5
Bill Murray,6.16395212285,88.56
Svetlana Metkina,4.48,0.5
Walter Brooke,4.87,0.5
Lewis J. Stadlen,6.03,0.5
David Gyasi,6.56,0.5
James Foley,5.874,17.5
Mark-Paul Gosselaar,5.65,5.48
Joe Hanley,5.59,0.5
Dominic Guard,6.29,0.5
Maxwell Perry Cotton,5.79,0.5
Alistair MacLean,5.92,1.3
Emma Cleasby,5.53,1.9
Boggs Johnson,6.7,0.5
Charlie Beall,5.74,0.5
David Brin,5.25,1.3
Marlayna Cherisse,5.76,0.5
David Allen Brooks,6.82,1.9
Bob Peterson,6.99246753247,7.7
John Bowe,6.16,1.3
Maureen Keiller,5.97,0.5
John Drummond,7.06,0.5
Andre Taylor,6.23,0.5
Douglas Tait,5.62,0.5
Scot Zeller,5.75,0.5
James Greer,4.96,2.6
Seth Smith,5.135,1.0
Mwako Cumbuka,7.99,0.5
Nick Damici,4.91619047619,4.2
Paul Feig,5.73,7.0
Deborah Rawlings,5.37,0.5
John Irving,6.1775,5.2
Benicio Del Toro,5.92545868082,52.76
Avi Ayoun,5.28,0.5
Erwin Leder,6.48666666667,1.5
Eric Chen,6.04,0.5
Steve Wilcox,6.18,0.5
Hiram Vilchez,4.97,0.5
Heather MacRae,6.73,0.5
Gordon Chan,5.08,3.5
Matthew Sharp,6.67,0.5
Kelsey Grammer,5.7980521262,14.58
Carol Ann Susi,5.47,1.0
James Remar,5.56845714286,17.5
Ana Ortiz,4.77,0.5
Anzac Wallace,5.81,1.9
Michael McManus,6.97,0.5
Leslie Merrill,6.31,0.5
Jackie Long,5.69,0.5
Ginny Holder,4.785,1.0
Christopher Mann,5.35,0.5
Noa Tishby,5.88,0.5
Emma J. Brown,5.19,0.5
David Clennon,6.04327586207,5.8
Olinda Turturro,5.18,0.5
Donald Brown,4.77,0.5
Myra Turley,6.22,0.5
Bill Buell,5.63666666667,1.5
Hayden Panettiere,5.36580614203,20.84
Michael Doven,6.34,0.5
Christopher Reed,5.41,1.3
Jenni Tooley,5.86,0.5
Martha Quinn,5.205,1.0
Jessica Perritt,4.97,0.5
William Smithers,7.15,0.5
Matthew Carey,5.76,0.5
Niles Lee Wilson,6.46,0.5
R. Nelson Brown,5.315,1.0
Phyllis Newman,5.46333333333,1.5
Zekeria Ebrahimi,6.52,0.5
Sherrie Rose,6.15,0.5
Cecilia Surez,5.305,1.0
Erika Eleniak,6.32916666667,2.4
Keith Diamond,5.41,0.5
Nick Mennell,5.84,0.5
Niall O'Brien,5.85,0.5
Petr Shelokhonov,4.94,0.5
Ray Vitte,5.38,0.5
Evan O'Meara,5.34,0.5
Humberto Elizondo,5.02,0.5
Jimmy Ortega,5.32,0.5
Duane Tucker,5.27,0.5
Luis Esteban,5.73,1.3
Donna Powers,5.995,2.6
Brooke Langton,6.00689655172,2.9
Al Waxman,5.8575,2.0
Brion James,5.35298969072,9.7
Adrien Brody,5.85544308491,53.94
Graham Jarvis,5.95666666667,1.5
Marc de Jonge,5.39,1.9
Pedro Almodvar,6.67,9.6
Louisa May Alcott,6.63,1.3
Alan Campbell,4.97,0.5
Paula Kelly,5.74,0.5
Elarica Gallacher,6.48,1.9
Justin Shenkarow,5.61,0.5
Leah Uteg,5.48,0.5
Abigail Chu,5.63,0.5
James Snyder,5.2,1.5
Jack Cloonan,6.46,0.5
Brandon Rhea,5.74,0.5
Tim Bennett,6.12,0.5
Matthew Kimbrough,6.12,1.0
Adetokumboh M'Cormack,5.73,0.5
Bjrk,6.45,5.48
Kay Panabaker,5.74,0.5
Michael Cotter,4.63,0.5
Eric Heisserer,5.615,2.6
John Koyama,6.085,1.0
David Harewood,6.225,1.0
Kelly L. Goodman,4.96,0.5
Richard LeParmentier,6.83,0.5
Bill Johnson,5.925,1.0
Steve Park,6.06,1.0
Sherri Howard,5.58,0.5
Kenneth A. Brown,7.2,0.5
Melissa McCarthy,5.25,0.5
Jimmy Shubert,6.395,1.0
Laura Genovino,5.83,0.5
Martha Raye,4.81,0.5
Milda Jedi Havlas,6.27,0.5
Christine Bell,5.44,1.3
Samantha Futerman,6.23,1.9
Nancy Fish,5.65571428571,3.5
Jessica Lowndes,4.93,0.5
Chris Moss,5.86,0.5
Soo Drouet,6.49,0.5
Freda Payne,5.04,0.5
David Pasquesi,5.64333333333,1.5
Mel Raido,4.31,0.5
Alejandro Monteverde,6.61,4.8
Chris Heebink,5.24,0.5
Richard Denni,5.04,0.5
Haviland Morris,6.18413793103,2.9
Patrick Mofokeng,6.31,1.9
Dorothy Kingsley,5.82,1.3
Amanda Brown,6.25,1.3
Alejandro Posada,5.9,0.5
Eileen Atkins,5.825,5.8
Laura Aikman,5.31,0.5
John Solomon,5.39,1.3
Stephanie D'Abruzzo,5.49,0.5
Dianne Hull,6.97618729097,5.98
Christopher Berry,6.33,0.5
Masatoshi Nagase,6.33,5.48
Simmy Bow,6.21,1.9
Blake Hightower,5.84,0.5
Jonathan Sadowski,6.14333333333,1.5
Mia Sara,5.93099533437,12.86
Christian McKay,5.45,0.5
Sarah Freeman,6.93,0.5
Bernard Mariano,6.63,0.5
Alex Pettyfer,5.83853810264,12.86
Anita Briem,4.94151761518,7.38
Josette Simon,6.03,5.48
Richard F Law,5.52,0.5
Brandi Williams,6.16,0.5
Amanda Plummer,6.52772727273,4.4
Estelle Eonnet,5.15,1.9
Christian Clavier,5.05,3.2
James Mather,5.75,4.8
Josh Trank,6.75,3.5
Regina Mae Matthews,5.44,0.5
Mike Iorio,5.31,0.5
Miriam Byrd-Nethery,5.68,0.5
Terry Loughlin,4.85,0.5
Barna Illys,5.31,0.5
Itoro Coleman,4.85,0.5
Sheree J. Wilson,3.95,1.9
Diego Boneta,5.62,1.9
Mark Fredrichs,8.2,1.9
Matt Corboy,6.89,0.5
Matthew Vaughn,6.64534351145,13.1
Ken Lipper,5.66,1.3
Topper Lilien,4.31,1.3
Rey Arteaga,5.68,0.5
Shohreh Aghdashloo,6.118,2.5
Art Frankel,5.97,1.0
Michael Fassbender,6.15128014842,10.78
Melissa Tang,6.53,0.5
Nicole Randall Johnson,6.45,0.5
Jason Bloom,4.75,3.5
Arthur Herzog Jr.,4.65,1.3
Barbara Bosson,6.19,1.9
George Tenet,6.85,0.5
Jasper Newell,6.18,1.9
Alan Yuen,4.66,1.3
Keye Luke,6.57620689655,2.9
Gil Kazimirov,6.18,0.5
James Chen,6.18,0.5
Cornelia Guest,4.435,1.0
Simon Quarterman,5.77,5.48
Kristina Wayborn,6.27,1.9
James R. Silke,4.58,1.3
Anna Botting,6.17,0.5
Sajan Bhagat,6.58,0.5
Jenny Dare Paulin,6.11,0.5
Debra Granik,6.73,4.8
Oliver Parsons,5.93,0.5
Greg Cruttwell,5.59,0.5
Bonnie Hellman,6.24,0.5
Jacob Reynolds,4.915,2.4
Jodi Buss,6.5,0.5
Charles Crichton,7.17,4.8
Vincent Dellacera,5.36,0.5
Nobu Matsuhisa,6.14,0.5
Laurie Franks,6.66,0.5
Jeremy Rowley,5.56,0.5
Anders W. Berthelsen,4.47,0.5
Kimmy Robertson,5.545,1.0
Clarissa Burt,4.93,1.9
Erica Grant,6.57,0.5
Richard Rutowski,5.89916666667,2.4
Laurence Belcher,6.66,5.48
Ronald F. Maxwell,5.92,9.6
L.C. Drane,6.75,0.5
Justin Chadwick,5.90625,4.0
Jodie Wilson,6.23,0.5
Bill Tung,6.9,0.5
Michael Ende,4.93,1.3
David Worth,6.3,3.5
Yul Vazquez,6.06125,4.0
Sam Simon,5.16,1.3
