Name,Score,Weight
Shelley Regner,6.82,0.5
Michael Beck,4.05130081301,7.38
Susan Estelle Jansen,5.41,1.3
Matt Battaglia,4.92,0.5
James Francis Kelly III,6.65,0.5
Michael Barry,6.67,0.5
Jim Landis,5.63,0.5
Lum Chang Pang,6.22,0.5
Steve Byers,4.87,1.0
Dominic Maldonado,5.57,0.5
Charene Cathleen,5.42,0.5
Sandy McDade,5.76,0.5
Ken Finkleman,4.64,1.3
Rachael Leigh Cook,5.04311377246,26.72
Florentine Mocanu,6.62,0.5
Dorothea Moritz,5.06,0.5
Hai Yu,4.66,0.5
Kim McGuire,5.86,0.5
Phyllis Davis,5.36,0.5
Christian Cousins,6.05,0.5
Brett Fleisher,6.12,0.5
John Michael McDonagh,6.4,4.8
Rick Yune,6.06564469914,6.98
Anthony Edwards,6.02908163265,27.44
Sam Harkess,5.4,0.5
John Kerry,4.64,0.5
Bruce French,5.53,0.5
Osamu Tezuka,5.75,1.3
Timothy Paul Perez,5.97,1.0
Hon-Lam Pau,6.12,0.5
Tricia Leigh Fisher,5.05,0.5
Donna Mitchell,6.14916666667,2.4
John Beckman,5.97,0.5
T.J. Miller,6.17102941176,6.8
Aden Gillett,5.905,1.0
Jock MacDonald,6.01,0.5
Michael Lewis,7.13,1.3
Lena Olin,5.78989730424,15.58
William Dunn,4.69,0.5
Marc Mouchet,5.65,0.5
David Schultz,6.75,0.5
Daniel Celebre,6.43,0.5
Karen Christenfeld,5.81,0.5
Mark Valley,4.90666666667,1.5
John Matuszak,6.23,1.0
James Marshall,5.16304347826,2.3
John Mazzello,6.01,0.5
Georgie Grieve,6.44,0.5
Tyrone Benskin,5.83,0.5
Gary Dourdan,5.48,2.5
Kendra Andrews,5.72,0.5
Sherry Mills,5.31,1.3
Tyler Silvers,6.23,0.5
Trevor Snarr,7.36,0.5
Lydia Lei,3.7,0.5
Bob Clark,5.57966101695,11.8
Joe Cerrano,2.6,0.5
Marshall Allman,5.50347826087,5.98
Peter Crabbe,4.35,1.3
Jim Sturgess,6.11625163827,15.26
Maryam d'Abo,6.26,5.48
Eileen Ryan,5.76509433962,5.3
Bahare Seddiqi,7.29,1.9
Trevor Roberts,4.01,0.5
Masato Sakai,4.79,0.5
Steven Waddington,5.03,2.9
Rebecca Cross,5.19,0.5
Zamani Munashe,5.13,0.5
Jamie Kennedy,4.77502896871,17.26
Philip Goodwin,5.49,0.5
Jennifer Ehle,5.90698412698,6.3
Patricio Almeida Rodriguez,5.93,0.5
John Achorn,6.27,0.5
Steve Bastoni,5.28666666667,1.5
Jinghua Gong,5.96,0.5
Michael Monks,5.82,1.0
Tricia Dickson,4.36,0.5
Anthony Quinn,6.08586206897,2.9
Kevin Wade,5.78,2.6
Shinichi Takashima,5.32,0.5
David Greenspan,5.19,0.5
Silvana Bosi,6.13,0.5
Hugh Sexton,5.4,0.5
Joe Spinell,6.64301932367,8.28
John Schneider,5.625,1.0
Chloe Salaman,5.58,0.5
Tony Gardner,5.32,0.5
Dean Lennox Kelly,5.1,0.5
Maggie Cheung,6.72744186047,4.3
Eliza Bennett,5.63041666667,2.4
Regi Davis,5.62,0.5
David Tsubouchi,6.17,0.5
William Douglas-Home,5.78,1.3
Ritchie Montgomery,5.03166666667,3.0
Cyril Takayama,5.91,0.5
Bob Ari,6.0,0.5
Daniel Kaluuya,5.41,0.5
Frederik Du Chau,5.39,3.5
Ron Bottitta,6.09,0.5
Pixote Hunt,5.26,3.5
Stu Smith,7.05,0.5
Nigel Gibbs,6.12,0.5
Ed Naha,4.34,2.6
Corrine Gelfan,4.16,0.5
Jennifer Jostyn,6.655,1.0
Rodney Rowland,5.47,0.5
Sean Whalen,5.66,3.5
Pandora Peaks,4.78,0.5
Cocoa Brown,4.8,0.5
Patricia DeCou,7.87,0.5
Beau Starr,5.47454545455,4.4
Ann Harada,6.22,0.5
Janni Brenn,5.67,0.5
Jason McLeod,7.195,1.0
Maryann Plunkett,6.16583333333,2.4
Tony Maudsley,5.74,0.5
Bobby Huber,6.07,0.5
Dell Aldrich,5.82,0.5
Richard Hamilton,5.62833333333,3.0
Andrew Birch,5.83,0.5
Robert Emms,6.43,0.5
Joey Curtis,7.1,1.3
Richard Pates,6.37,0.5
Sylvester Stallone,5.89042741583,182.96
George DiCenzo,6.51,1.0
James Carabatsos,6.34,1.3
Erick Weiss,4.17,0.5
Deborah Rush,6.01228773585,8.48
Ara Celi,6.99,1.0
Mary Catherine Garrison,5.45,0.5
Neil Conroy,5.7,0.5
Regina Bleesz,5.81,0.5
Kristen Johnston,4.25823529412,3.4
Ellen Bradley,5.36,0.5
George Chandler,6.48,0.5
Theresa Randle,5.3819858156,11.28
Philip Railsback,5.76,1.3
Bill Kelly,6.195,2.6
Quinn Shephard,5.37,1.0
Frank Spotnitz,5.94,2.6
Alan Sharp,6.21,1.3
Nick Villiers,5.03,1.3
Paul Caimi,5.0,2.6
Clare Foley,6.92,0.5
David Katims,5.96,0.5
Mike Bacarella,6.2,0.5
Mansai Nomura,5.79,0.5
Zane Meas,4.13,0.5
John D. King,6.16,0.5
Stacy Keach Sr.,5.45,0.5
Asa Maynor,6.15,0.5
Lily James,5.54,0.5
Derek Luke,6.1327245509,26.72
Cory Monteith,5.52,1.9
Charles Cragin,6.43,0.5
Patrick Kilpatrick,5.714,2.5
Mystikal,4.75,0.5
Nadia Bjorlin,4.3,5.48
Jason Yribar,3.41,0.5
Bob Greene,6.15,0.5
Yaya Alafia,5.77586206897,2.9
Alexandra Root,7.09,0.5
Morgan Flynn,5.81,0.5
Justin Braine,7.05,5.48
Bill Camp,6.57,0.5
Joseph Beattie,5.85,0.5
Terrence Garmey,5.5,0.5
Anthony-Michael Q. Thomas,6.99,0.5
Denis Arndt,5.646,2.5
W. Somerset Maugham,6.04666666667,3.9
Roger Clark,5.5,0.5
Carole Davis,5.84,0.5
Michael C. Williams,6.655,3.8
Gracia Lee,6.77,0.5
Vinnie Gonzales,6.11,0.5
Matt McCoy,6.62541666667,2.4
Shane Murray-Corcoran,6.17,0.5
Thomas Mann,6.34271604938,6.48
Dick Richards,5.28,4.8
Jeff Hamilton,6.94,0.5
Stuart Rosenberg,5.97,3.5
David Proval,6.00536585366,8.2
Garette Ratliff Henson,5.66666666667,1.5
Cuba Gooding Jr.,5.68590319186,57.02
Leighton Meester,5.62338709677,6.2
Jeffrey Nachmanoff,6.3,4.8
Adrian Amadeus,5.31,0.5
Tim Whitaker,4.59,0.5
Lea Salonga,6.57,0.5
John Karlsen,7.04,0.5
Jennifer Butler,5.35,0.5
Jordan Puryear,6.52,0.5
Jessica Gee,4.98,0.5
Jos Lavat,5.71,0.5
Gannon Forrester,6.07,0.5
Chad Bannon,5.83,5.48
Graham McTavish,6.23411764706,3.4
Edward Glen,4.14,0.5
Reggie Rock Bythewood,6.245,2.6
Jay Patterson,5.685,1.0
Arthur Hiller,5.495,7.0
Sara Houghton,5.55,1.0
Ricco Ross,6.29666666667,1.5
Jack Boulter,6.35,0.5
Jack Blessing,6.37,0.5
Arthur Napiontek,6.58,0.5
Kate Williamson,4.77,1.0
Roy Jenkins,5.88,0.5
Columbus Short,5.59725177305,11.28
Brian McGovern,5.31,0.5
Ed Grady,5.76,1.5
Tom Guiry,5.83176470588,3.4
Michael Buscemi,6.17,0.5
Charles Grodin,5.72804043546,12.86
Seor Marco,6.66,0.5
Elizabeth Low,5.47,0.5
Ashley Clark,5.55,0.5
Chris Gilbert,6.59,0.5
Barry McEvoy,4.69,0.5
CCH Pounder,5.80333333333,3.0
Terence Knox,5.15765886288,5.98
Don Roos,5.86524590164,12.2
Belinda Bauer,5.59498327759,5.98
Buck Smith,6.26,1.9
Jim Varney,5.59714581179,19.34
Annie Golden,5.35659898477,7.88
Jenny McCarthy,5.54425925926,6.48
Claudio Pacifico,5.89,0.5
Nicolas Pajon,5.49,0.5
Kevin Jonas,4.69,0.5
Meredith MacNeill,4.06,0.5
Ron Brice,6.345,1.0
Louis Turenne,5.73,1.0
Eric Esteban,4.57,0.5
Prue Lewarne,6.16,0.5
David Margulies,5.68431818182,4.4
Benjamin Kimball Smith,6.66,0.5
Catherine Allgret,7.17,0.5
K. Dock Yip,6.12,0.5
Toshiyuki Nishida,4.79,0.5
Jared Chandler,5.21,0.5
Sofia Vassilieva,6.56,1.9
M.C. Serch,5.5,0.5
Moira Quirk,5.27,0.5
Kyle Balda,6.26,3.5
Richard Quine,4.72,3.5
Jennifer Zens,6.74,0.5
Damon Whitaker,5.98,0.5
Alan J. Wendl,5.86,0.5
Derek Benfield,5.59,0.5
Julieta Serrano,7.11,1.9
James C. Strouse,5.21,4.8
Enrique Murciano,5.08448275862,2.9
Fernando Guilln Cuervo,6.09,0.5
Grace A. Cruz,6.89,0.5
Frank Oz,6.10253101737,40.3
Adrianne Palicki,5.465,3.8
Steven Cree Molison,7.08,0.5
Vanessa Zima,6.58,0.5
Sid Abrams,6.81,0.5
Charles Kipps,4.99,1.3
Franziska Troegner,6.26,0.5
Keegan Connor Tracy,5.36666666667,1.5
Nicole Parker,3.665,2.4
Lance Fenton,6.1,1.0
Andrea James,7.03,5.48
Phoebe Strole,5.78,0.5
Michael Schiffer,6.04,2.6
Joe Dinicol,5.5,0.5
Ben Skjellerup,6.41,0.5
Wilson Jermaine Heredia,5.84,1.0
Jill Carroll,6.33,0.5
Julieta Rosen,6.22,0.5
Elizabeth Rodriguez,5.945,1.0
Richard Morgan,5.31,0.5
Shaike Ophir,5.28,0.5
Billy Joe Shaver,4.5,0.5
Declan Hannigan,6.61,1.9
Mike Bigelow,4.99,3.5
Holly Hunter,6.19609936967,53.94
Skeet Ulrich,5.30866270431,13.46
Mandy Jiroux,4.69,0.5
Angela Workman,5.31,1.3
Jonathan Frakes,5.95127505568,35.92
James Callis,6.035,1.0
Missi Pyle,5.92,5.0
Wade Allen,6.33,0.5
Opal Alladin,6.82,1.9
Mitchell Peck,4.75,1.3
J. Smith-Cameron,5.50176470588,3.4
Sam Charles,5.84,0.5
Hilary Gordon,5.98,1.0
Robert Gant,5.24,0.5
John Wells,5.7158490566,5.3
Nicolas Vaude,5.7,0.5
Tim Berrington,4.92,1.0
Cheryl Singleton,7.4,0.5
Sean Chapman,6.94,1.9
Rebecca Chatfield,5.84,0.5
Crystina Wyler,6.44,0.5
John Hemphill,5.14,0.5
Andy Garcia,5.72535350102,58.84
Mindy Sterling,6.02285714286,3.5
Jack Crocicchia,6.46,0.5
Norbert Weisser,6.59,2.5
Archer Martin,6.41,0.5
Liz Davies,6.38,0.5
Heath Ledger,6.38193233945,34.88
Lucy Boyle,4.8,0.5
Ben Hecht,6.085,2.6
Kathleen Doyle,5.66333333333,1.5
Aernout Van Lynden,5.98,0.5
Simon Hunter,3.33,3.5
Mary McDonnell,6.69186491935,19.84
Corey Carrier,5.31,0.5
Helen Fielding,6.01,2.6
Kevin Nash,5.56333333333,1.5
Iris Yamashita,6.7,1.3
Esther Marrow,6.22,0.5
Tamsin Egerton,5.73,0.5
Jim Burnstein,5.61,1.3
Diego Santiago,5.24,0.5
Gabriel Byrne,5.82311527722,50.14
Rafe Spall,6.03333333333,2.4
Lupe Ontiveros,6.43108108108,8.88
Brett Leonard,5.06607594937,15.8
James Corden,5.37,1.5
Ernest James,5.87,0.5
Richard Conte,8.16,0.5
David Reynoso,5.05,0.5
Guy Van Swearingen,5.64,1.0
Phil Berger,5.52,1.3
John DiMaggio,5.86,1.0
Jonathan Breck,5.76298102981,7.38
Michael Alldredge,4.9,1.0
Sophie Patel,5.99,0.5
Kathleen Rose Perkins,5.88,0.5
Dylan James,5.55,0.5
John Witherspoon,5.49930555556,7.2
Mike Girard Sheehan,5.17,0.5
Melissa Marie Elias,4.58,0.5
Lisa Marie,6.0875,2.0
Duane Adler,6.14333333333,3.9
Jules Verne,5.25,1.3
Tyla Barnfield,5.57,0.5
Deborah Foreman,6.54661246612,7.38
Debra Monk,5.8,3.5
Malachy McCourt,5.335,2.0
Silvio Muccino,5.17,0.5
Leon Ichaso,5.68,3.5
Tanika Swaby,6.48,0.5
Bernadette Quigley,5.45,0.5
William Nero Jr.,6.28,0.5
Geoffrey Douglas,4.79,1.3
Helen Vita,7.17,0.5
Joe Viviani,7.02,0.5
Brian Krause,4.69,5.48
Kathryn Bigelow,5.92887892377,22.3
Andrew Paton Story Busher,6.07,0.5
Abbey,6.47,0.5
Jacob Stein,4.85,0.5
Julian Sands,5.58200391007,20.46
J.K. Simmons,5.96402164112,22.18
Shannon Elizabeth,5.7322673031,16.76
Jimmy Donaldson,5.96,0.5
Bob Kachler,3.92,1.3
Daveigh Chase,6.46125,2.4
Cristina Zenato,6.71,0.5
Greg Norberg,5.5,1.3
Nick Sullivan,6.43,5.48
Geoffrey Keen,5.9375,2.0
Billy Beck,5.4575,2.0
Joanne White,4.16,0.5
Cainan Wiebe,5.08,0.5
Jake Gyllenhaal,6.22121468104,68.66
Marc Klein,6.04,2.6
Virginia Hey,6.26,0.5
Tommy Smeltzer,4.83,0.5
Peter Risch,5.42,0.5
Peta-Maree Rixon,5.16,0.5
Matt Roth,5.89,0.5
Aunjanue Ellis,5.99943396226,5.3
Joshua John Miller,5.99333333333,1.5
Kevin Alexander Stea,5.83,0.5
Jake Hoffman,5.84,1.0
Trey Yearwood,6.26,0.5
Jose Pomedio Monedero,5.19,0.5
Leo McCarey,5.24,1.3
Lee Evans,5.76080838323,13.36
Rick Aiello,7.04,0.5
Cecil Carter,5.53,0.5
Bo Welch,4.51,3.5
Renwick D. Scott II,4.89,0.5
Samantha MacLachlan,6.28,0.5
Kevin Trainor,6.2,0.5
Catlin Adams,5.9,0.5
Josh Ryan Evans,5.87,0.5
Andrew Wilson,4.82363636364,5.5
Wayne Pygram,5.64666666667,1.5
Jim Abrahams,6.44914285714,14.0
Ralph Nossek,5.36,1.0
Alejandro Rae,6.03,0.5
Harry Van Gorkum,5.155,1.0
Donna Eskra,4.235,1.0
Peter Gregory,5.76,0.5
David Chow,6.15,0.5
Donna Osterbuhr,4.89,0.5
Christopher Paolini,5.21,1.3
Chiara Schoras,5.79,0.5
Richard Masur,5.66643192488,12.78
Robert Englund,5.71753320683,31.62
Catalina Saavedra,6.49,5.48
Terrea Smith,5.32,0.5
Duke Bannister,5.13,0.5
Claire Forlani,5.62121621622,14.8
Lynn Lowry,5.45,0.5
Nichole McAuley,5.75,0.5
Raymond Ma,5.31,0.5
Julie Foreman,4.17,0.5
Goldie Hawn,5.73391494002,36.68
Henry O,5.79,1.5
Do-Hee Go,6.22,0.5
Jack Moore,5.34,0.5
John Fujioka,5.43,1.5
Marie Pillet,6.65,0.5
Chuck Norris,5.53107266436,34.68
Sarah Kubel,5.06,0.5
David Clendenning,5.13,0.5
Matt Hering,6.51,0.5
Meat Loaf,6.27051282051,3.9
Norman Matlock,6.08,0.5
Miriam Karlin,7.65,0.5
Tommy Rall,5.67,0.5
Romano Orzari,5.41,0.5
Marcus Chong,7.38,0.5
Tamlyn Tomita,6.09,2.0
Richard Dieux,5.465,1.0
Hannah Sharp,5.93,0.5
Alona Tal,4.9,0.5
Briony McRoberts,6.76,0.5
Harry-O,4.34,0.5
Joe Dorsey,6.275,1.0
John Fasano,5.45,1.3
Chaka White,5.43,0.5
Charlotte Bradley,5.39,1.0
Elaine Miles,6.54,0.5
Danielle Cormack,5.91,0.5
Eric Lange,5.46,0.5
Sami Loris,5.53,0.5
Lou Beatty Jr.,5.87,0.5
Maria Parkinson,5.45,0.5
Jason Kravits,5.36,1.0
Hu Qing Yun,5.31,0.5
Patrick Fourmy,6.09,0.5
Serataren Adragna,6.18,1.9
Tony Dorsett,4.67,0.5
Dylan Kussman,6.47,1.0
Carroll Ballard,6.355,7.0
Brian Backer,6.05333333333,1.5
Emilie de Ravin,6.37860465116,4.3
John C. Stennfeld,4.85,0.5
Naomy Romo,4.97,0.5
Max Landis,6.02777777778,1.8
Charlotte Maier,5.79,0.5
Peter Grosz,6.65,0.5
Jessica Dockrey,5.41,0.5
Roy Thinnes,5.7,0.5
Shawn Parsons,3.55,0.5
John Tesh,5.63,0.5
Claudia Michelle Wallace,4.08,0.5
Annie Mumolo,6.64,1.3
Earleen Carey,6.1,0.5
Lydia Hazan,5.89,0.5
Oliver Tengende,5.28,0.5
Ashlee Thompson,6.73,1.9
Sergo Shvedkov,3.82,0.5
Dane A. Davis,5.86,1.9
Hallie Kate Eisenberg,5.28794117647,3.4
Leon Rippy,6.0040625,6.4
Julianne Nicholson,5.4524137931,2.9
Rosa Mara Hernndez,6.66,0.5
Leonard Ripps,6.56,1.3
Robert Clohessy,6.045,1.0
C.J. Graham,5.99,0.5
Jan Unger,5.2,0.5
Ann Schulman,5.14,0.5
Ren Enrquez,5.79,0.5
Julian Cain,5.18,0.5
Rihanna,5.49,1.9
Ljubomir Kerekes,5.42,0.5
Joely Richardson,5.9612987013,7.7
Aline Brosh McKenna,5.754,6.5
Cullen Douglas,5.03,3.8
Aaran Thomas,5.63,5.48
Rbert Bnlaki,5.31,0.5
Michelle Brookhurst,6.16,0.5
Chris Larkin,6.37,0.5
Kenneth Mars,6.3675,2.0
Thomas DuPont,5.89,0.5
David Price,5.11,3.5
Don Hall,6.3475,4.0
Aaron Himelstein,5.225,1.0
Fiona Fullerton,6.01,0.5
Andrew Ng,6.09,0.5
Nafise Jafar-Mohammadi,7.29,1.9
Stephen Gevedon,5.91055785124,9.68
Parley Baer,5.08,0.5
Lucas Grabeel,5.26,1.9
Teresa Velarde,6.34,1.0
Chase Wright Vanek,5.38,5.48
John Doolittle,4.77,0.5
Sonny Seiler,4.94,0.5
Steven Hartley,5.21666666667,1.5
Al Sapienza,6.25,1.0
Susan Egan,6.105,1.0
Danica Dias,4.3,0.5
Waris Ahluwalia,6.22,1.0
Raja Gosnell,5.30714285714,24.5
Salvador Snchez,6.105,1.0
D. Scot Douglas,4.63,0.5
Steven Woodworth,5.76,0.5
Laura Breckenridge,6.16,1.9
Matthew McConaughey,5.71327692868,109.92
Rob LaBelle,6.2925,2.0
Brian McArthur,6.21,0.5
Wendy Bowers,6.96,0.5
Richard L. Hawkins,3.75,1.9
Louis Nowra,5.82,1.3
Stephen Kendrick,7.02666666667,3.9
Viktoria Dihen,5.27,0.5
Armand Assante,5.46324584427,22.86
Sunil Hirani,5.81,0.5
Spencer Aste,6.93,0.5
Luke Vink,5.61,0.5
Miki Ishikawa,5.28,0.5
Jayma Mays,5.21032258065,6.2
Juanita Moore,5.77,0.5
Lucija Serbedzija,5.76,0.5
Jason Rainwater,6.44,0.5
Amber Gainey Meade,5.47,1.0
Scott Lincoln,5.9,0.5
Cal Robertson,6.18,5.48
Mark Jacobson,6.36388888889,1.8
Roy Chiao,6.84,1.0
Gary Alan Marsh,6.47,0.5
Cesar Ramos,4.09,0.5
Tim Rice,5.81,1.3
Bruno Ganz,6.41,1.0
Courteney Cox,5.42141685309,26.82
Sean O'Bryan,5.81333333333,3.0
Dian Fossey,6.26,1.3
Joe Cortese,5.955,1.0
Julie Garfield,5.085,1.0
Mihalis Giannatos,5.43,0.5
Zak Penn,5.73515873016,12.6
Sophie Levy,6.27,0.5
Gerard Brown,6.53,1.3
Karen King,4.87,0.5
Toby Poser,5.785,1.0
Shaun Gayle,5.42,0.5
William Davies,5.8025,5.2
Taryn Knowles,5.98,0.5
Kenneth White,6.02,0.5
Sarah Ann Morris,5.9,0.5
David Dobkin,6.01,14.0
Elena Hurst,4.95,0.5
Ari Folman,6.84,10.28
Kenji Kodama,5.79,0.5
Joanne Ritchie,5.06,5.48
Pat Mulligan,5.27,5.48
Tab Hunter,4.64,0.5
June Watson,4.89,0.5
Glen Matthews,5.47,0.5
Brien Varady,6.56,0.5
Don Rickles,6.66068181818,4.4
Aimee Rose Ambroziak,6.18,0.5
Jeremy Sheffield,5.82,0.5
Harrison Ward,5.8,0.5
Arthur Young,5.545,1.0
Wayne Grace,5.96,1.5
Gennie James,6.57,0.5
Colombe Jacobsen-Derstine,5.76,0.5
Jesse Tyler Ferguson,5.78,0.5
Rya Kihlstedt,4.72,1.9
Scott Silver,5.43032786885,6.1
Annelise Hesme,5.11,0.5
Victor Colicchio,6.20652173913,2.3
ngel Salazar,6.93,1.0
Jan Nemejovsk,5.65,0.5
Matthew Murphy Karges,5.28,0.5
Sandra Hotz,6.56,0.5
Frank Stallone,5.765,1.0
Sachiko Ishida,6.15,0.5
Ray Garvey,6.02,0.5
Blake Lively,5.91653679654,13.86
Bill Condon,6.17806167401,22.7
Bruce Byron,6.06,0.5
Holt McCallany,5.62666666667,4.5
Flora Cross,5.38,0.5
Kate Simses,5.59,0.5
John Matshikiza,6.03,1.9
Jessy Schram,6.13,0.5
Fatima Elatik,7.04,0.5
Robyn Kerr,6.37,0.5
Will Ryan,5.76769230769,3.9
Richard LaGravenese,6.34971291866,20.9
Daniel Bova,5.11,1.3
Drew Snyder,5.722,2.5
Prudence Wright Holmes,5.48,1.0
Cicely Tyson,5.46,7.3
Guy Siner,4.41,1.9
Chaim Girafi,5.56,5.48
Daryl Edwards,5.82,1.5
Dave B. Mitchell,6.26,0.5
Christopher Webster,6.48,0.5
R.D. Reid,6.2458974359,3.9
Holly Schenck,6.08,0.5
Ian Longmur,5.66,0.5
Parminder Nagra,5.78,0.5
Margery Mason,6.94,0.5
Jeff Burr,5.70375,4.0
Bill Marsilii,6.24,1.3
Lesley Ann Warren,5.80240276577,23.14
Chelse Swain,6.33,0.5
Theresa Merritt,5.626,2.5
B-Fine,5.82,1.0
Grgory Fitoussi,5.59,1.9
Paulina Porizkova,5.14,0.5
Gilles Mimouni,6.02,1.3
Scott Eastwood,7.31,0.5
Dan Leis,6.47,5.48
Brett Ardoin,6.45,0.5
Shar Jackson,5.62,0.5
August Schellenberg,6.03896551724,2.9
George Jacobs,6.26,0.5
Gary McCord,5.93,0.5
Melvyn Hayward,4.77,0.5
Mimi Kennedy,6.71958333333,2.4
Richard Christian Danus,4.43,1.3
Wanja Mues,7.01,0.5
Ada Washington,6.62,0.5
John Brownjohn,5.445,2.6
Kate Hennig,5.46,0.5
Stu Krieger,6.66,1.3
Richard McGuire,5.34,0.5
Cambell Westmoreland,5.07,0.5
Martin Hofmann,5.52,0.5
Lucy Gordon,5.56,0.5
Jack Swanson,5.67,0.5
Andrei Runtso,5.18,0.5
Kerry Williamson,5.1,1.3
Gene Ross,6.095,1.0
Fernanda Dorogi,5.31,0.5
Oliver Clark,5.52,2.4
John Moraitis,5.24,0.5
Ali Fadhil,6.85,1.9
Victor Gojcaj,5.88,1.9
Neil Maskell,4.16,1.9
Jason Gray-Stanford,6.42,1.0
Eduard Fernndez,6.23,0.5
Brent Jennings,6.4025,2.0
Gerald F. Edelstein,4.66,0.5
Ski Carr,6.59,0.5
Marcus Hester,6.75,1.0
Jana Farmer,6.19,0.5
Tim Burd,6.85,0.5
Kaiulani Lee,6.09,0.5
Ron Mueck,6.26,0.5
Adhir Kalyan,5.4975,2.0
Patti Deutsch,6.4,0.5
Vitali Baganov,6.8,0.5
Franz Drameh,5.5,0.5
Dianne Steinberg,4.45,0.5
Massimo Sarchielli,6.23,1.0
Richard Hillman,6.16,0.5
John Lacy,6.005,1.0
Stacey Travis,5.79069042316,8.98
Hansford Rowe,5.58,0.5
Maxine Greco,4.09,0.5
Michael Steinberg,5.76,4.8
Peter Veneziano,4.99,0.5
Derek Southers,5.15,0.5
Kenneth Welsh,5.08913188648,11.98
Thomas C. James,5.2,0.5
Luke Bracey,5.52,0.5
Al Eben,5.13,0.5
Tess Foltyn,4.77,0.5
Michael Buie,6.19333333333,2.4
Zakk Wylde,5.43,0.5
Christopher May,5.67,0.5
Jeffrey De Serrano,5.7,0.5
Bill Paterson,5.94666666667,1.5
Claire Bloom,6.40931472081,7.88
Alex Jennings,5.56,0.5
Frances Mayes,6.3,1.3
Brody Stevens,6.19,0.5
Hector Babenco,5.51,7.0
Scott Anton,5.92,0.5
Ken Bruen,3.75,1.3
James Ward Byrkit,6.46,0.5
Ashley Leggat,5.1,0.5
Sabrina Revelle,6.15,0.5
Matt Bushell,5.63,0.5
Rob Hamm,4.16,0.5
Ned Dennehy,5.785,1.0
Laura Innes,5.94,0.5
Dwight Henry,7.04,5.48
Christine Dunham,5.92,5.48
Cecilley Carroll,5.935,1.0
Jane Levy,5.13,0.5
Alfred Lot,6.18,0.5
Drew Carey,6.07,0.5
Niels Koizumi,6.2,0.5
Mickey Jones,5.51666666667,1.5
Tom Brooke,5.63,0.5
Kitty Winn,6.90958333333,2.4
Heather Matarazzo,6.3054787234,11.28
Togo Igawa,5.60928143713,13.36
Tom Schulman,5.7,5.2
Rafael Feldman,6.62,0.5
Sylvia Castro Galan,5.52,0.5
Jonathan Keltz,5.29,0.5
Mpho Koaho,5.61,1.0
Dominic West,5.7357493188,14.68
Michael Emerson,6.37333333333,1.5
Leonard Rossiter,6.87,1.0
Jo Henderson,6.47,0.5
Alan Martin,4.73,1.3
Alex Kingston,6.78,0.5
Carol Jean Lewis,5.265,1.0
Nikki Ziering,5.99,0.5
Robin L. Watkins,5.11,1.9
Catherine Hicks,6.11369649805,10.28
Jack Pyland,7.26,0.5
Brandy Norwood,5.11,3.8
Rudolf Martin,5.81,1.0
Derren Nesbitt,5.43,0.5
Zoe Kazan,5.23379310345,2.9
George Fargo,6.95,0.5
Melissa Prophet,5.63458333333,2.4
Loudon Wainwright III,5.8475,2.0
Jim Bowman,6.29,0.5
Chandler Canterbury,5.69289340102,7.88
Kim Tlusty,6.22,0.5
Viv Leacock,5.185,1.0
Johnny Lee Davenport,5.92,0.5
Glenn Dixon,7.11,0.5
Julie Marks,6.6,0.5
James Urbaniak,5.82,1.0
Elaine Edwards,6.72,0.5
Betsy Aidem,7.09,0.5
Josh Robert Thompson,4.99,0.5
Justin Shafer,6.39,0.5
Jeremy Bobb,4.02,0.5
Sylvia Miles,5.22,0.5
Ginny Schreiber,5.62,0.5
Sonam Wangchuk,6.03,0.5
Tony Vaughn,4.72,0.5
Al Shearer,5.6,1.0
J.H. Wyman,5.95,1.3
Earthquake,4.76,0.5
Kara Hayward,7.04,0.5
Paulo Abel Do Nascimento,6.81,0.5
Jodi Thelen,6.56,0.5
Sue Monk Kidd,6.59,1.3
Kevin Bolger,6.0,0.5
Herb Andress,5.84,0.5
Bradley Gregg,5.54691358025,6.48
Dan Bell,6.20666666667,1.5
Delphine Chuillot,5.89,0.5
Maryann Urbano,5.43,1.0
Victor Galloway,5.89,0.5
Lisa Joyner,5.54,0.5
Marty Kaplan,5.72,2.6
Rosemary Forsyth,5.425,1.0
Richard Ian Cox,5.51,0.5
Kevin Lima,6.41933333333,7.5
Arthur Hailey,4.81,1.3
Paul Bartel,5.7325,2.0
Nicolas Coster,6.46,0.5
Dale Dye,6.02,4.0
Caroline Field,5.93,0.5
Frank O'Sullivan,6.05,0.5
Joe Strummer,5.19,1.9
Joe Mantegna,5.48839326702,26.14
Jan Skorzewski,5.36,5.48
Sylvester Morand,6.71,0.5
Rica Martens,6.775,1.0
Lucy Faust,5.21,0.5
Mike Mills,6.17,9.6
Freddy Drabble,5.54,0.5
William Marquez,5.955,1.0
David St. James,6.1,1.0
Cylk Cozart,5.85029411765,3.4
Ralf Wolter,7.17,0.5
Fahnlohnee R. Harris,6.01,0.5
Michael Swerdlick,5.62,1.3
Ethan Haberfield,6.92,0.5
Sean Michal Flynn,7.17,0.5
Michael Hagiwara,4.3,0.5
Karen Janszen,6.18666666667,3.9
Theresa Russell,5.4689793578,17.44
Paul Fox,6.58,0.5
Matthew Porretta,6.18,0.5
Richard Allen,7.28,0.5
Mindaugas Papinigis,5.65,0.5
Ione M. Telech,7.58,0.5
Joe Perham,4.96,0.5
Lisa Gaye,4.87,0.5
Elain R. Graham,4.34,0.5
John Bach,7.485,2.4
